wavelength,front_ref,transmittance
795,0.241403118,0
796,0.242615774,0
797,0.243016928,0
798,0.243585408,0
799,0.2441926,0
800,0.244753405,0
801,0.246073037,0
802,0.247694701,0
803,0.248274758,0
804,0.249149948,0
805,0.249233574,0
806,0.249578729,0
807,0.250640452,0
808,0.251443326,0
809,0.252247036,0
810,0.253416836,0
811,0.254083097,0
812,0.254874378,0
813,0.255137324,0
814,0.25641793,0
815,0.257098436,0
816,0.257616669,0
817,0.258633226,0
818,0.260207772,0
819,0.260242552,0
820,0.261052102,0
821,0.261736095,0
822,0.262375832,0
823,0.264333546,0
824,0.264799774,0
825,0.265459627,0
826,0.266197383,0
827,0.267998278,0
828,0.268040538,0
829,0.269027323,0
830,0.2697649,0
831,0.269310564,0
832,0.270828992,0
833,0.272649735,0
834,0.273272991,0
835,0.273214728,0
836,0.274732411,0
837,0.275366664,0
838,0.276381463,0
839,0.276167631,0
840,0.276940286,0
841,0.279355228,0
842,0.280652523,0
843,0.279603392,0
844,0.281127959,0
845,0.280507118,0
846,0.281973749,0
847,0.282943755,0
848,0.285378516,0
849,0.283687413,0
850,0.284372449,0
851,0.285872996,0
852,0.286579102,0
853,0.28980872,0
854,0.290184468,0
855,0.28751269,0
856,0.288373977,0
857,0.291685462,0
858,0.293202966,0
859,0.295068175,0
860,0.300087303,0
861,0.296001047,0
862,0.290461659,0
863,0.302576452,0
864,0.301819354,0
865,0.304477483,0
866,0.299562037,0
867,0.306486428,0
868,0.306102961,0
869,0.303616226,0
870,0.303411961,0
871,0.306977451,0
872,0.308974922,0
873,0.309850663,0
874,0.312016875,0
875,0.303894579,0
876,0.309197724,0
877,0.309213012,0
878,0.309662163,0
879,0.318213403,0
880,0.315509737,0
881,0.315061092,0
882,0.314989001,0
883,0.317684233,0
884,0.314971834,0
885,0.318343103,0
886,0.321559876,0
887,0.318374485,0
888,0.318130404,0
889,0.318174422,0
890,0.316638768,0
891,0.31956777,0
892,0.319252431,0
893,0.320602387,0
894,0.32232964,0
895,0.323319018,0
896,0.323511928,0
897,0.325064212,0
898,0.325717211,0
899,0.32384342,0
900,0.326471478,0
901,0.330167502,0
902,0.327189088,0
903,0.328387767,0
904,0.331534892,0
905,0.329575092,0
906,0.331096947,0
907,0.332128555,0
908,0.333603621,0
909,0.334522605,0
910,0.334419847,0
911,0.335211337,0
912,0.333617032,0
913,0.335374236,0
914,0.337200046,0
915,0.337827563,0
916,0.338705152,0
917,0.339100957,0
918,0.339447618,0
919,0.339137495,0
920,0.341259807,0
921,0.342954934,0
922,0.343154669,0
923,0.342817187,0
924,0.344584614,0
925,0.345364541,0
926,0.345994264,0
927,0.346450537,0
928,0.346879959,0
929,0.34757033,0
930,0.348773003,0
931,0.349585414,0
932,0.350509137,0
933,0.35069102,0
934,0.351493448,0
935,0.353109896,0
936,0.353988945,0
937,0.355012029,0
938,0.35487324,0
939,0.355493367,0
940,0.35617888,0
941,0.357221842,0
942,0.358466655,0
943,0.359068304,0
944,0.359058142,0
945,0.359785467,0
946,0.36066401,0
947,0.361832082,0
948,0.36333409,0
949,0.362415224,0
950,0.362902373,0
951,0.364831835,0
952,0.365548968,0
953,0.366078913,0
954,0.366628349,0
955,0.368089169,0
956,0.36873284,0
957,0.369448781,0
958,0.369771183,0
959,0.37014553,0
960,0.370700538,0
961,0.371789277,0
962,0.372245938,0
963,0.372799963,0
964,0.373826623,0
965,0.374183953,0
966,0.374771535,0
967,0.375112683,0
968,0.37521413,0
969,0.397235215,0
970,0.396456718,0
971,0.378995299,0
972,0.379583091,0
973,0.37959373,0
974,0.380024105,0
975,0.380874246,0
976,0.382123977,0
977,0.382264048,0
978,0.383077443,0
979,0.384129912,0
980,0.384916186,0
981,0.385898769,0
982,0.386419386,0
983,0.387075186,0
