wavelength,front_ref,transmittance
1228,0.41846832,0.459721359
1229,0.418504468,0.459834586
1230,0.41856897,0.460053073
1231,0.418669315,0.460232838
1232,0.41873146,0.460373105
1233,0.418793603,0.460513406
1234,0.418887892,0.460687019
1235,0.4189822,0.460860691
1236,0.419046586,0.461079536
1237,0.419046574,0.461231823
1238,0.418952167,0.461362693
1239,0.418855559,0.461415172
1240,0.418853242,0.461489081
1241,0.418816809,0.461680421
1242,0.418848586,0.461866211
1243,0.419004892,0.4620282
1244,0.419090857,0.462117288
1245,0.419184959,0.462291306
1246,0.4192086,0.462392334
1247,0.419240284,0.462578313
1248,0.419233616,0.462724647
1249,0.419293565,0.4627868
1250,0.41934933,0.462921288
1251,0.419473734,0.463050273
1252,0.419559861,0.46313957
1253,0.419591416,0.463325751
1254,0.419582724,0.463393511
1255,0.419485281,0.463446071
1256,0.419412127,0.463447036
1257,0.41931467,0.463499693
1258,0.419279812,0.463540443
1259,0.419301468,0.463562912
1260,0.419363166,0.463703872
1261,0.419487555,0.463832938
1262,0.419549283,0.463973973
1263,0.419483818,0.464060092
1264,0.41941831,0.464146255
1265,0.419320572,0.464199047
1266,0.419254991,0.464285306
1267,0.419250563,0.464280709
1268,0.419246136,0.464276112
1269,0.41927839,0.464232415
1270,0.419209612,0.464161007
1271,0.419021522,0.464120082
1272,0.418801419,0.464045954
1273,0.418517322,0.463905383
1274,0.418233527,0.463765136
1275,0.417982026,0.463658458
1276,0.417794678,0.463618482
1277,0.417700454,0.463520546
1278,0.417612325,0.463428943
1279,0.417429876,0.463316672
1280,0.417183785,0.463138231
1281,0.416874259,0.46289381
1282,0.416504269,0.462741329
1283,0.416101722,0.462477539
1284,0.41573752,0.462253605
1285,0.415429856,0.462010965
1286,0.415191785,0.46184072
1287,0.414985525,0.461703566
1288,0.414753875,0.46153997
1289,0.414545522,0.461245568
1290,0.414281595,0.460970832
1291,0.413955088,0.460630938
1292,0.413598905,0.460337564
1293,0.413217872,0.460018264
1294,0.412800253,0.459660805
1295,0.412328073,0.459323891
1296,0.411764562,0.458969221
1297,0.411207107,0.458543272
